audio_path|text
audio_26.wav|ณ ตอนนี้บ่ค่อยดีปานใด รถก็น้อยจอดบ่เป็นประจำป้ายรถเมล์ แถมแท็กซี่่ ตุ๊กตุ๊กก็แพงอีกต่างหาก บ่ไหวบ่ไหว
audio_27.wav|บัตรประชาชนกับสำเนาทะเบียนบ้าน แล้วกะเงินห้าร้อยนี่ล่ะ
audio_28.wav|ข้อยกะสิไปติดต่อธนาคาร ขอต่ออายุบัตรใหม่
audio_29.wav|ข้อยมักกินข้าวเจ้ามากกว่าแหม ข้าวเหนียวมันติดแข้วข้อยแหม
audio_30.wav|เก็บได้เดือนละบ่เกินสองพันดอก เพราะตอนนี้ค่าครองชีพในปัจจุบันมันเก็บขึ้นหลาย ออกจากบ้านไปเดี๋ยวกะค่าวิน เดี๋ยวกะค่ารถไฟฟ้า เดี๋ยวกะค่านั้นค่านี้ กินนั้นกินนี้ แป๊บเดียวเบิดสองร้อยบ่ทันได้พอเที่ยงอยู่
audio_31.wav|อาหารอีสานที่เฮ็ดง่ายที่สุดสำหรับผม ผมว่าตำบักหุ่งครับ เพราะว่าแค่สับ แล้วก็ฝาน แล้วก็ปรุง แล้วตำเข้ากันครับ อร่อย
audio_32.wav|ข้อยสิแนะนำให้เขาร้องเพลง มันจั่งเฮ็ดให้จิตใจเบิกบานสำราญหัวใจ
audio_33.wav|ข้อยว่าควรมีการบันทึกเสียง เพราะว่าสิช่วยเป็นหลักฐานยืนยันสิ่งที่คุย และกะปรับปรุงการบริการให้ดีขึ้นแต่ว่าต้องแจ้งผู้กะก่อนเพื่อความเป็นส่วนกะ
audio_34.wav|การผูกบัตรเข้ากับแอปซ่อยให้สะดวกขึ้น แต่ซ่อยมีความเสี่ยงจากการโจรกรรมข้อมูลกับการซ่อยตัดเงินโดยบ่ได้ตั้งใจ เพราะฉะนั้นซ่อยจะต้องเลือกแอปที่น่าเชื่อถือแล้วก็ตั้งค่าความปลอดภัยดีดี แล้วซ่อยหมั่นตรวจสอบรายรับ รายจ่ายเสมอ
audio_35.wav|คึดว่าลงทุนเกี่ยวกับการเฮ็ดเกษตร เฮ็ดไร่ เฮ็ดสวน เฮ็ดนา เพราะว่าคนอีสานเนี่ย มีพื้นที่ในการเฮ็ดสวนเฮ็ดคึดเนี่ยหลาย ฉะนั้น การลงทุนเนี่ยคึดสิมักเฮ็ดแนวที่คึดมีอยู่แล้ว คึดสามารถต่อยอดได้ คึดคือปลูกต้นไม้ ปลูกข้าว ปลูกหญ้า
audio_36.wav|ข้อยอยากให้การลงทุนของข้อยนั้น เฮ็ดให้ข้อยมีเงินใซ้บ่ขาดมือ มีเงินปันผลเข้าคุปี แบ่งเป็นเดือนเดือนได้ใซ้ยังมีเงินใซ้แบบเหลือเหลือ
audio_37.wav|ข้อยคิดว่าการที่เงินเป็นดิจิทัลหลายขึ้นบ่เฮ็ดให้การออมเงินมันยากขึ้น เพราะเฮาเฮายังออมเงินได้สะดวกผ่านแอปคือเก่า
audio_38.wav|อาจสิยังบ่คุ้ม เพราะว่ามันยังได้น้อยอยู่เลย
audio_39.wav|ข้อยมักเซียงเมี่ยงอยู่เด้อ ญ้อนว่ามันฉลาดคัก
audio_40.wav|ข้อยคึดว่าคนส่วนหลายนี่ลงทุนเพื่ออนาคต เพราะว่าเดี๋ยวนี้การวางแผนเงินหลังเกษียณนี่สำคัญ ดังนั้นคันบ่อยากลำบากยามเฒ่านี่ ต้องวางแผนดีดี
audio_41.wav|ข้อยว่าพอมีเงินหลายข้อยกะกะหลายแบบบ่คิดอะ พอกะกะอีกทีหนึ่งเงินกะกะเบิดแล้วอะ
audio_42.wav|คึดว่ามีผลกระทบต่อเจ้าของ เพราะว่าอย่างน้อยคึดคึดต้องไปซื้อเนื้อสัตว์ เนื้อหมู ซื้อผักจากตลาดหรือว่าจากห้างอยู่แล้ว ฉะนั้นถ้าเศรษฐกิจมันบ่ดีเฮ็ดให้ราคาสูงจนเกินไปคึดเฮ็ดให้เงินคึดน้อยลงคือกัน
audio_43.wav|คึดว่าบ่ทันได้มีเดะ เพราะว่า บ่ทันได้มีปัญหาที่พนักงาน call center คึดบ่ได้
audio_44.wav|คันเดี๋ยวนี้เลือกได้กะอยากไปเป็นครูอยู่ เพราะว่ารู้สึกว่าการได้สอนคนแล้วกะได้มีลูกศิษย์ ลูกหามาขอความช่วยเหลือเนี่ย มันเฮ็ดให้กะรู้สึกภูมิใจ
audio_45.wav|ข้อยบ่เคย เพราะว่าข้อยยังบ่ทันได้มีรายได้เข้ามาเป็นของตัวเอง เพราะข้อยยังเรียนบ่จบ ข้อยกะเลยยังบ่ทันได้เคยยื่นภาษี
audio_46.wav|ข้อยกะเริ่ม เริ่มแล้วเพราะว่า กะเป็นคนยุคใหม่กะต้องการที่จะมักวางแผนอิหยังไว้ล่วงหน้าอยู่แล้ว
audio_47.wav|ตั้งแต่เปิดบัญชีมาบ่เคยไปฝากเงินกับตู้จักเทื่อ เพราะว่าได้เงินสดมากะเอาไปกะเลย หรือคันใดเงินโอนมากะบ่ต้องไปเอาเข้าธนาคารอีก
audio_48.wav|ในอนาคตยังบ่ฮู้ว่าสิซื้อประกันหยังเพิ่ม แต่ใกล้ใกล้นี้ฮู้คือยังบ่ซื้อหยัง เพราะเป็นการเพิ่มค่าฮู้จ่ายในการซื้อประกัน ซึ่งปัจจุบันนี้มีประกัน ประกันรถซั้นหนึ่งอยู่แล้ว
audio_49.wav|คึดว่าคนอีสานนี่เห็นเรื่องกู้เงินนี่เป็นเรื่องที่ธรรมดามาก เพราะว่าคึดเป็นอาชีพที่หาคึดกินค่ำ คึดบ่มีเงินสำหรับมื้อนี่คึดคึดกู้ มื้ออื่นคึดไปเฮ็ดงานแล้วคึดคึดมาคึด มันเป็นเรื่องทั่วไปของคนอีสาน
audio_50.wav|อยากให้มีความง่ายในการสมัคร เพราะว่ามันสิเฮ็ดให้สมัครบัญชีง่ายขึ้น สิได้บ่ บ่ต้องเป็นห่วงเรื่องการเดินทางไกล
audio_51.wav|ข้อยตั้งนาฬิกาปลุก แต่ข้อยกะบ่ตื่นจักเทื่อดอก 
audio_52.wav|เป็นจั่งใดน้อ ไคขึ้นไป โอ้ย เบิ่งทรงแล้วสิได้กลับบ้านเดะนี่ ได้กลับบ้านไวเลย อือ กินข้าวกินน้ำ หมอบอกหยังกะเฮ็ดมันสิได้เซาไวไว
audio_53.wav|ข้อยเคยสงสัยว่าเฮ็ดจั่งใดบัญชีจั่งสิปลอดภัย ข้อยกะมักหาข้อมูลนำอินเทอร์เน็ต แล้วบางเทื่อกะแชตถามทางธนาคาร
audio_54.wav|ใซ้คุมื้อ เพราะว่าข้อยเอาไว้ใซ้จ่ายซื้อของ ข้อยบ่พกเงินสด มันสะดวกกว่า
audio_55.wav|การเล่นหุ้น ข้อยว่าดี เพราะเฮาสิได้เรียนรู้ตลาดและมีโอกาสทำกำไร ถ้ารู้จักวางแผนดีดี
audio_56.wav|ข้อยกะสิเฮ็ดจั่งใดได้ กะสิได้แต่ร้องเรียนเขาซื่อซื่อนั้นตั่ว
audio_57.wav|บ่เคยปิดบัญชีเดะ
audio_58.wav|สำหรับข้อยนะ ข้อยว่ากรุงไทยจั่งใดกะกรุงไทย มันกะง่ายอะแอปเข้ามาปึบมีฟีเจอร์เช็กยอดเงิน โอนเงินกะง่าย เติมเงินกะง่าย ถอนเงินกะง่าย เฮ็ดหยังกะง่ายไปเบิด
audio_59.wav|คันประเทศเฮาบ่มีการเสียภาษีเลย แล้วประเทศเฮาสิเอาเงินใดมาพัฒนาประเทศล่ะ
audio_60.wav|ข้อยคิดว่าเด็กน้อยสมัยใหม่มักติดต่อทาง call center บ่ซั้นกะแอปเอา เพราะว่ามันสะดวกสบาย
audio_61.wav|อายุสิบหกปี เพราะว่าข้อยต้องใซ้ในการโอน
audio_62.wav|ถั้นถามว่าคนที่มีอายุหลายมักแจ้งปัญหาช่องทางใด เพิ่นสิเข้าไปถามเจ้าหน้าที่เพิ่นโดยตรง เพราะว่าเพิ่นคิดหยังบ่ออกเพิ่นไปถามคนตั่ว คนเลยสิดีกว่า เพิ่นบ่ท่า
audio_63.wav|ข้อยมักเบิ่งอยู่ในโรงหนัง เพราะว่ามันใหญ่ดี เสียงดัง
audio_64.wav|ข้อยว่าเลาควรที่สิเรียนรู้จากการใซ้แอปธนาคารแหน่ แบบว่าให้ลูกหลานเลาสอนน่ะ เลาสิได้พอใซ้เฮ็ดธุรกรรมพื้นฐานได้
audio_65.wav|ข้อยคิดว่าพร้อมระดับหนึ่ง เพราะได้ศึกษาเรื่องการลงทุนแล้ว แต่ยังบ่กล้าเสี่ยงหลายปานใด
audio_66.wav|ปกติบ่ค่อยมักอัปเดตเรื่องราวในโซเชียล มักเบิ่ง มักเข้าไปเบิ่งว่ามื้อนี่มีข่าวอิหยังแหน่ ผู้ใดเฮ็ดหยังแหน่ แต่ว่าบ่ค่อยมักอัปเดตของเจ้าของปานใด
audio_67.wav|ข้อยอยากเปิดร้านคาเฟน้อยน้อย ร้านเฮ็ดเล็บ เพราะว่าข้อยมักสงบ อยากอยู่คนเดียว
audio_68.wav|กะบ่รู้ว่าสิแจ้งไสเด้อ call center ธนาคารเฮ็ดบริการบ่ดี อ๋อ บัดสุดท้ายมันสิมีให้ดาวอยู่ เดี๋ยวผมกะสิรีวิวดาวแย่แย่ให้
audio_69.wav|บ่ได้ใซ้ ปกติใซ้ธนาคารสแกนจ่ายเอา
audio_70.wav|ค่าเทอมกะสิบ่แพงปานหยังพู้นเบาะ เด็กน้อยกะสิมีแต่คนเรียนเก่งเก่ง
audio_71.wav|กะน่าจะไปหาข้อมูลทั้งในอินเทอร์เน็ต ทั้งในโซเชียล เพราะว่าเดี๋ยวนี้มันกะมีบอกข้อมูล อ่า ทองคำอยู่แล้วว่าขึ้นเด้อ ลงเด้อ แบบนี้แหม กะกะสามารถเบิ่งได้
audio_72.wav|อาจจะต้องแยกเงินไว้หลายหลายกอง เพื่อว่ากองใดกองหนึ่งมันอาจสิล้มละลายไป
audio_73.wav|คันเลือกสองอันนี้ข้อยกะสิตอบว่าข้อยมักเบิ่งข่าวท้องถิ่น เพราะว่าส่วนมากกะกะติดตามแต่ข่าวบ้านกะ  ประเทศอื่นกะบ่ค่อยได้เบิ่งปานใด
audio_74.wav|ข้อยมักกินข้าวเหนียว เพราะว่ามันกินง่ายแล้วกะแซ่บ
audio_75.wav|ข้อยคิดว่าเพียงพอเดะ เพราะว่าคันเฮาบ่ได้ไปกดอิหยังมั่วซั่วมันบ่ดูดเงินจากแอปธนาคารเฮาไปได้ คิดว่า
audio_76.wav|ข้อยคึดว่าปลอดภัยในระดับหนึ่งจ้า คันเลือกบริษัทที่มีความน่าคึดถือสูง
audio_77.wav|คิดว่าเป็นสิ่งที่ควรเก็บข้อมูลส่วนโต เพราะว่าข้อมูลจะได้บ่รั่วไหล บ่เกิดผลกระทบในเรื่อง ในทางที่ผิด
audio_78.wav|ข้อยคึดว่ามีพี่น้องดีกว่า คึดสิได้มีคนเล่นนำ มีคนเว้านำ
audio_79.wav|สำหรับข้อยคิดว่าลางคนนี่ เฒ่า เกษียณไปแต่ว่ายังมีธุรกิจ มีอิหยังเดะ ยังสมควรที่สิต้องจ่าย แต่ว่าคันผู้ใดบ่ได้มีธุรกิจอิหยังกะบ่ควรจ่าย
audio_80.wav|ประหยัดได้น้อยลง เพราะว่าโอนง่าย อยากซื้อหยังกะมีแต่โอนอย่างเดียว
audio_81.wav|ถ้าเป็นหนี้จากนอกระบบ กะสิแจ้งความไว้ก่อน
audio_82.wav|ข้อยบ่เครียด เพราะว่าข้อยจะกู้เงินกับแหล่งที่ข้อยเซื่อถือได้เท่านั้น และเซื่อคิดว่าเซื่อเองเนี่ยสิมีเงินคืนเขา
audio_83.wav|บ่ว่าแต่พัฒนาภาคอีสาน ภาคอื่นอื่นจังหวัดอื่นอื่นกะควรได้รับการพัฒนาคือกัน เพราะว่าลางเทื่อเพิ่นกะเจริญแค่กระจุกเดียว เพิ่นบ่กระจายไปตามอำเภอหรือตำบลน้อยที่บ่มีแหล่งท่องเที่ยว
audio_84.wav|ซื้อของผ่านโซเชียลผมว่าความน่าเชื่อถือกะโอเค เพราะว่า เพราะว่าซื้อ ซื้อได้ครับ
audio_85.wav|เฮ็ดให้คนในพื้นที่สามารถไปใซ้บริการ โดยบ่ต้องเดินทางไปไกล
audio_86.wav|ข้อยบ่ค่อยกังวลในการโดนแฮ็กข้อมูลธนาคาร เพราะว่าข้อยเก็บข้อมูลธนาคารทุกอย่างเป็นส่วนโตและบ่บอกรหัสผ่านกับผู้ใด
audio_87.wav|ข้อยว่ามันบ่ได้จำเป็นเลยเดะ มันกะอยู่ที่คนนำล่ะว่า เอาไปเฮ็ดอิหยัง
audio_88.wav|ถ้าตัดการเรื่องรอคิวออกไป มันกะโอเคนะ เพราะว่าการบริการอิหยังต่างต่าง การให้คำแนะนำ เพิ่นกะให้คำแนะนำดีอยู่
audio_89.wav|ข้อยคิดว่าการสแกน QR code จ่ายเงินกะสะดวกสบายกะ เพราะว่ามันง่าย
audio_90.wav|กะคงเป็น ธ.ก.ส. ล่ะ เพราะว่าเป็นธนาคารเกษตร เห็นคนกะกันหลายอยู่
audio_91.wav|ข้อยมักไปตลาด เพราะข้อยมักไปซื้อของกิน
audio_92.wav|ข้อยสิเลือกลาบปลาดุก เพราะว่ามันแซ่บแล้วกะแปลกดี คนต่างชาติอาจจะบ่เคยกิน
audio_93.wav|ฝากไว้ให้บัญชีเมียของข้อย ให้เมียใซ้
audio_94.wav|ขี่รถไปกับหมู่ครับ เพราะว่าอยู่กับหมู่กะเดินทางกับหมู่
audio_95.wav|กะแบบโทรศัพท์ครับ สะดวกกว่า เพราะว่าอย่างน้อยกะกะบ่ต้องเดินทางไปธนาคารให้เสียเวลาครับ
audio_96.wav|เคยใซ้บริการแจ้งเตือนทาง SMS เพราะว่ามันมีประโยชน์ที่ใซ้รู้ว่าเงินใซ้เข้า ออก หรือถอนไปเท่าใด
audio_97.wav|บริการดีนะ เพราะว่าเค้ากะจะถาม มาเฮ็ดหยัง มีหยังให้กะบ่หรือว่าอันใดบ่เข้าใจเขากะสิกะกะคุย
audio_98.wav|พวกบัญชีม้า บัญชีปลอมทั้งหลาย เวลาเฮาคีย์เข้าไปเฮาให้ธนาคารเตือนเลยว่า นี่มันเป็นบัญชีปลอมโอนบ่ได้
audio_99.wav|ธนาคารกรุงไทย เพราะว่าใซ้มาโดน ใซ้มาตั้งแต่เข้ามารับราชการ ใซ้เลยรู้สึกว่าใซ้ใซ้สิได้ใซ้ธนาคารต่อไปเรื่อยเรื่อย ใซ้เลยบ่มีธนาคารอื่นให้มาเปรียบเทียบ
audio_100.wav|งานอดิเรกอิหยังที่ต้องเฮ็ดใซ้สมาธิสูงนี่คิดว่าต้องเป็น การวาดรูปแน่นอน เพราะว่าหนึ่งมันต้องมีสมาธิมากมากให้เฮ็ดในการจดจ่อ ในการวาดแต่รูปลงไป
audio_101.wav|ข้อยมักเล่นกระโดดเชือกกับหมู่ เพราะว่ามันรู้สึกว่ามันได้สามัคคี กระโดดเป็นจังหวะพร้อมกัน
audio_102.wav|น่าสิลดขั้นตอนการยื่นหรือว่าการกรอกแบบยื่นภาษีให้รวดเร็วขึ้น โดยที่บ่ต้องเข้าไปหลายหม้อง คิดว่าน่าสิเป็นจั่งซี้เดะ
audio_103.wav|ข้อยคิดว่าการลงทุนมันสำคัญ เพราะเฮาสามารถเอาเงินไปงอกเงยไว้เฮายามจำเป็นได้
audio_104.wav|บัตรประชาชน โทรศัพท์มือถือ
audio_105.wav|คันเป็นตอนนี้มันกะบ่มีอิหยังให้ปรับปรุงดอก มันโอเคแล้วแอปน่ะ
audio_106.wav|เอาไปซื้อของกินชองใซ้ คนใซ้มันต้องกินต้องใซ้อะเนาะ
audio_107.wav|ข้อยกะบ่มั่นใจปานใดเดะ แต่ว่าคันคิดในความคิดข้อยเพิ่นกะน่าสิเป็นกะสื่อกลางระหว่างกะกับไอ้ คนไอ้ให้บริการเดะ กะคิดเดะ
audio_108.wav|ข้อยมักเบิ่งข่าวโหนกระแสตั่ว ข้อยมักคนเถียงกันในหั้นแหม
audio_109.wav|บ่ต้องไปดำนาเกี่ยวข้าว ตากลม ตากฝน ตากแดดให้มันฮ้อนแล้ว
audio_110.wav|การตรวจสอบของข้อยกะคือเบิ่งตามข้อความที่มันส่งมา ที่มันจะเป็นในแอปหรือว่าในอีเมลอิหยังต่างต่าง กะกะเช็กเบิ่งเรื่อยเรื่อย
audio_111.wav|ข้อยคิดว่ากะบ่ได้สำคัญแล้ว เวลากะสิรับข่าวสารอิหยังนี่ กะกะได้ผ่านโทรศัพท์หรือโทรทัศน์แล้ว คิดว่าบ่ค่อยสำคัญแล้ว
audio_112.wav|คึดอยากลองอยู่ เพราะว่าการลงทุนหุ้น ถ้าคึดมีทุนมากพอหรือว่าถ้าคึดมีทุนในการเล่น ในการลงแนวนี้ มันคึดสามารถที่จะสร้างรายได้ให้คึดได้
audio_113.wav|แล้วแต่รอบ บางเทื่อกะบ่ได้ซื้อ
audio_114.wav|ใซ้ง่ายอยู่ แต่ว่าบางธนาคารเพิ่นสิคือกันว่าบางแอปที่สีคล้ายคล้ายกับสีของธนาคารใซ้อาจสิมีให้เฮ็ดสับสนเล็กน้อย ยามเวลาเร่งรีบ
audio_115.wav|อยากให้บ้านเฮาน่ะ มีอากาศบริสุทธิ์ บ่มีฝุ่นพิษ แล้วเฮามีต้นไม้หลายหลายเป็นพื้นที่สีเขียว แล้วเฮาอยากให้ชาวบ้านนั่นเฮากันเฮ็ดเกษตรกรรมแบบยั่งยืน
audio_116.wav|บ่ดู๋นะ เพราะว่าบ่ค่อยมีปัญหา
audio_117.wav|บ่โดน แล้วกะบ่มีปัญหาอิหยังเลย เฮ็ดแต่แบบง่ายง่าย เพราะว่าโปรแกรมหน้าตาต่างต่าง มัน  กะงานง่าย
audio_118.wav|กะสิกสิกรนั่นแหล้ว เพราะว่าระบบมันดี ระบบมันเสถียร แล้วบัดนี้มันกะมีพ่วง สามารถเทรดหุ้น เทรดหยังได้นำในแอป
audio_119.wav|อ่านหนังสือ ร้องเพลง เล่นกีตาร์เนาะ เพราะว่าข้อยว่าคันได้เฮ็ดจั่งซั้นมันกะสิดี มันกะสิมีแนวคลายเครียดนำ บ่ต้องเครียดต้องหยัง อือ สนุกอีกต่างหาก
audio_120.wav|ห้าสิบเปอร์เซ็นต์ คิดว่านะ เพราะว่าซุมื้อนี้กะมันปึก เว้าบ่รู้เรื่อง
audio_121.wav|อั่น ถ้าเป็นงานอดิเรกเนี่ย มันบ่ได้เปลี่ยนไปตามอายุ กะคือกะมักอันใดกะกะเฮ็ดมาเรื่อยเรื่อยเรื่อยเรื่อย มันบ่ได้เปลี่ยน
audio_122.wav|สำคัญหลายที่สุดครับ เพราะว่ามันคือข้อมูลที่เฮาเฮาในการรักษาความปลอดภัยของเงินเฮานะครับ
audio_123.wav|แอปล่มเฮ็ดจั่งใด สิได้แต่ท่า  บ่สามารถเฮ็ดหยังได้ครับ
audio_124.wav|ข้อยคิดว่าการเล่นหุ้นเป็นการลงทุนที่ดี ถ้าศึกษาแล้วกะวิเคราะห์อย่างรอบคอบ เพราะว่าหุ้นมีโอกาส สร้างผลตอบแทนสูงแต่กะมีความเสี่ยงสูง เพราะฉะนั้นกะต้องระมัดระวัง
audio_125.wav|พาครอบครัวไปกินข้าวข้างนอก ที่มาจากต่างจังหวัดหรือว่ากลับมาแต่เฮ็ดงานอยู่พร้อมหน้าพร้อมตา พาไปกินข้าวข้างนอกนำกัน ใซ้เวลานำกัน
audio_126.wav|มันต้องมีส่วนอยู่แล้ว ที่ประเทศพัฒนาได้กะญ้อนภาษีกะนำนี่ละ ส่วนหนึ่ง
audio_127.wav|กะคงสิไปซื้ออิหยังมาพัฒนาประเทศหรือว่าเอาเงินไปซื้ออิหยังเอาไว้ออกรบนั่นล่ะ
audio_128.wav|เน้นความปลอดภัย เพราะว่าซุมื้อนี้มิจฉาชีพหลาย จักสิมาดูดเงินเฮายามใดเฮาได้
audio_129.wav|อาจจะเป็นโรงรับจำนำ เพราะว่ามันรวดเร็วเอาของเข้าไปจำนำแล้วกะได้เงินออกมาเลย
audio_130.wav|เวลาถอนเงินส่วนมากกะเอามากะซื้อกับข้าวกับน้ำ กะจ่ายในครอบครัวเป็นค่าขนมเด็กน้อยไปโรงเรียน
audio_131.wav|ข้อยคิดว่าดอกเบี้ยเงินฝากสมัยนี้บ่ค่อยคุ้มปานใด เพราะต่ำเกินไปเฮาต้องหาวิธีลงทุนแบบอื่นเพื่อให้ได้ผลตอบแทนที่ดีกว่า
audio_132.wav|อือ มันบ่แม่นแนวที่ซุคนสิเข้าใจได้ แต่ว่าศึกษามันไว้กะบ่ผิดอิหยัง เพราะว่าอย่างน้อยมันกะเป็นประโยชน์กับกะ
audio_133.wav|สิ่งที่ประทับใจปู่กับย่าแล้วกะตากับยาย เพิ่นเลี้ยงข้อยมาแต่น้อยน้อยพู้นน่ะ
audio_134.wav|ตั้งแต่ข้อยใหญ่มานี่กะรู้สึกว่าสัตว์ลางชนิดนี่มันหายไปหลาย เพราะว่าคิดว่ากะเป็นเรื่องการที่กะพยายามเข้ามาเฮ็ดอุตสาหกรรมบางอย่างนั่นล่ะ
audio_135.wav|กังวลหลายอยู่ เพราะว่าทุกมื้อนี้มิจฉาชีพหลายคัก
audio_136.wav|ข้อยจะเอาไปสร้างอนาคตต่อ
audio_137.wav|คิดว่าการลงทุนระยะสั้นเหมาะกับข้อย เพราะว่าต้องการเงินเร็ว
audio_138.wav|ข้อยกะสิไปต่อบัตรเครดิตข้อยตั่วเนาะ ข้อยกะอยากกะมันอยู่แหมเถาะ
audio_139.wav|บ่รู้จักเลย ต้องรอเขาธนาคารอธิบายให้ฟังเท่านั้น
audio_140.wav|ผู้เฒ่าเพิ่นกะปรับหยังบ่ได้หลายดอก คันให้ดีกะเฮ็ดแอปให้มันเข้าถึงได้ง่ายง่ายผู้เฒ่าเพิ่นสิได้กะได้ง่ายขึ้น
audio_141.wav|ถ้าสิให้ผมเลือก ผมกะสิเลือกเป็นบัตรเดบิตมากกว่าบัตรเครดิต กะ คนในครอบครัวผมเฮ็ดบัตรเครดิต คงสิบ่ค่อยอยากแนะนำดอก เดี๋ยวมันสิกะเกินกะ
audio_142.wav|มักวันธรรมดา เพราะว่าวันหยุดนี่มันว่างโพด ญ้อนมันว่างโพดนั่นล่ะ กะเลยบ่ค่อยมักปานใด อยากไปเฮ็ดงาน อยากตื่นไปกินข้าว อยากพ้อหมู่ พ้อหยัง อือ พ้อเสี่ยวเจ้าของจั่งซี้
